-146,915076259691
-211,504018126742
-261,063942456248
-302,844583117913
-339,653918700132
-372,932017550154
-403,534334370976
-432,018240030815
-458,77088306654
-484,074142548384
-508,140813565123
-531,136216208255
-553,191820524582
-574,41422168963
-594,891269248604
-614,696381326414
-633,891660456594
-652,530194389954
-670,657788224768
-688,314290761028
-705,534625546257
-722,349603205951
-738,786569225789
-754,869926178174
-770,621558914594
-786,06118389052
-801,206638540051
-816,074122815242
-830,678402213797
-845,032979544284
-859,150241118587
-873,04158187652
-886,717513038686
-900,187755179963
-913,461319066634
-926,546576167711
-939,451320408222
-952,182822458388
-964,747877632628
-977,15284829433
-989,403701517574
-1001,50604263852
-1013,46514523183
-1025,28597797179
-1036,97322874234
-1048,53132637397
-1059,96446025062
-1071,27659805048
-1082,47150183233
-1093,55274265168
-1104,52371386754
-1115,38764328054
-1126,14760422536
-1136,80652572553
-1147,36720180564
-1157,83230004505
-1168,20436944697
-1178,485847689
-1188,67906781336
-1198,78626440893
-1208,80957933147
-1218,75106700345
-1228,61269933074
-1238,39637026943
-1248,10390007269
-1257,73703924476
-1267,29747222628
-1276,78682083299
-1286,20664746766
-1295,5584581233
-1304,84370519391
-1314,06379010774
-1323,22006579652
-1332,31383901289
-1341,34637250748
-1350,3188870757
-1359,23256348376
-1368,08854428245
-1376,88793551664
-1385,63180833766
-1394,32120052531
-1402,95711792547
-1411,54053580918
-1420,0724001581
-1428,55362888146
-1436,98511296862
-1445,36771757565
-1453,7022830773
-1461,9896260385
-1470,23054014789
-1478,42579710705
-1486,5761474739
-1494,68232146494
-1502,74502971881
-1510,76496402334
-1518,74279800829
-1526,67918780569
-1534,57477267959
-1542,43017562705
-1550,24600395176
-1558,02284981198
-1565,76129074415
-1573,4618901634
-1581,12519784225
-1588,75175036868
-1596,34207158459
-1603,8966730057
-1611,41605422378
-1618,90070329228
-1626,35109709592
-1633,76770170532
-1641,15097271719
-1648,501355581
-1655,81928591249
-1663,10518979504
-1670,3594840691
-1677,58257661051
-1684,77486659812
-1691,93674477119
-1699,06859367713
-1706,17078790991
-1713,24369433969
-1720,28767233394
-1727,30307397052
-1734,290244243
-1741,24952125865
-1748,18123642938
-1755,08571465584
-1761,96327450519
-1768,81422838256
-1775,63888269667
-1782,43753801972
-1789,21048924187
-1795,95802572049
-1802,68043142441
-1809,37798507336
-1816,05096027283
-1822,69962564448
-1829,3242449523
-1835,92507722476
-1842,50237687293
-1849,05639380495
-1855,58737353678
-1862,09555729955
-1868,58118214352
-1875,04448103881
-1881,48568297306
-1887,90501304611
-1894,30269256174
-1900,67893911676
-1907,03396668729
-1913,36798571261
-1919,68120317644
-1925,97382268584
-1932,24604454787
-1938,49806584399
-1944,73008050228
-1950,94227936762
-1957,13485026996
-1963,3079780905
-1969,46184482612
-1975,596629652
-1981,7125089825
-1987,80965653032
-1993,88824336409
-1999,94843796435
-2005,99040627809
-2012,01431177171
-2018,02031548266
-2024,00857606965
-2029,97924986158
-2035,93249090512
-2041,86845101112
-2047,78727979975
-2053,68912474454
-2059,5741312152
-2065,44244251945
-2071,2941999437
-2077,12954279276
-2082,94860842853
-2088,75153230772
-2094,53844801865
-2100,30948731713
-2106,06478016145
-2111,80445474653
-2117,52863753725
-2123,23745330096
-2128,93102513919
-2134,60947451863
-2140,27292130138
-2145,92148377446
-2151,55527867862
-2157,17442123652
-2162,77902518021
-2168,36920277798
-2173,94506486063
-2179,50672084705
-2185,05427876934
-2190,58784529724
-2196,10752576211
-2201,61342418027
-2207,10564327591
-2212,58428450345
-2218,04944806936
-2223,5012329536
-2228,93973693053
-2234,36505658932
-2239,77728735403
-2245,17652350313
-2250,56285818873
-2255,93638345525
-2261,29719025785
-2266,64536848034
-2271,98100695278
-2277,30419346872
-2282,61501480201
-2287,91355672331
-2293,1999040163
-2298,47414049345
-2303,73634901156
-2308,98661148693
-2314,22500891024
-2319,45162136114
-2324,66652802251
-2329,86980719449
-2335,06153630815
-2340,24179193898
-2345,41064982003
-2350,56818485487
-2355,71447113021
-2360,84958192835
-2365,97358973933
-2371,08656627288
-2376,18858247015
-2381,27970851516
-2386,36001384607
-2391,42956716625
-2396,48843645512
-2401,53668897875
-2406,57439130033
-2411,6016092904
-2416,61840813691
-2421,62485235504
-2426,62100579694
-2431,60693166118
-2436,58269250213
-2441,54835023904
-2446,50396616512
-2451,44960095629
-2456,38531467989
-2461,3111668032
-2466,22721620176
-2471,13352116761
-2476,03013941735
-2480,91712810004
-2485,79454380501
-2490,66244256952
-2495,5208798862
-2500,36991071051
-2505,20958946795
-2510,0399700612
-2514,86110587712
-2519,67304979362
-2524,47585418648
-2529,26957093593
-2534,05425143322
-2538,82994658708
-2543,59670682998
-2548,35458212438
-2553,10362196885
-2557,84387540404
-2562,57539101862
-2567,29821695508
-2572,01240091543
-2576,71799016686
-2581,41503154724
-2586,10357147055
-2590,78365593227
-2595,4553305146
-2600,11864039166
-2604,77363033461
-2609,42034471662
-2614,05882751783
-2618,68912233022
-2623,31127236235
-2627,9253204441
-2632,53130903129
-2637,12928021022
-2641,7192757022
-2646,30133686792
-2650,8755047118
-2655,44181988634
-2660,00032269622
-2664,55105310257
-2669,09405072697
-2673,62935485552
-2678,15700444277
-2682,67703811568
-2687,18949417739
-2691,69441061107
-2696,19182508361
-2700,68177494932
-2705,16429725355
-2709,63942873622
-2714,10720583537
-2718,56766469062
-2723,02084114656
