-177,759278774466
-255,123184170818
-314,485833732089
-364,530604949792
-408,620810117228
-448,481332134747
-485,136820587776
-519,254887028419
-551,299253861917
-581,607553360972
-610,434669917536
-637,978622911653
-664,396886474441
-689,817139831504
-714,344608835303
-738,067233476523
-761,059400005777
-783,384696810993
-805,097989153174
-826,24700786428
-846,87358432728
-867,014623480805
-886,702879729215
-905,967582463008
-924,834945352332
-943,32858476693
-961,469866388018
-979,278194523267
-996,771255292753
-1013,96522236885
-1030,87493209043
-1047,51403332124
-1063,89511641136
-1080,02982467606
-1095,92895122203
-1111,60252340571
-1127,05987680134
-1142,30972022845
-1157,36019312524
-1172,21891634099
-1186,89303724723
-1201,38926992561
-1215,71393107357
-1229,87297217282
-1243,87200838511
-1257,71634457347
-1271,41099879071
-1284,96072353022
-1298,37002499426
-1311,64318060107
-1324,78425492384
-1337,79711422968
-1350,68543976613
-1363,45273992464
-1376,10236139474
-1388,6374994096
-1401,06120717171
-1413,37640453756
-1425,58588603116
-1437,69232824898
-1449,69829671152
-1461,60625221156
-1473,41855670332
-1485,13747877261
-1496,76519872376
-1508,30381331566
-1519,75534017608
-1531,12172192055
-1542,40482999962
-1553,60646829609
-1564,72837649177
-1575,77223322156
-1586,7396590311
-1597,63221915263
-1608,45142611268
-1619,1987421837
-1629,87558169106
-1640,48331318563
-1651,02326149138
-1661,49670963672
-1671,90490067753
-1682,24903941921
-1692,53029404446
-1702,74979765317
-1712,90864971992
-1723,00791747466
-1733,04863721124
-1743,03181552853
-1752,95843050817
-1762,82943283304
-1772,64574684983
-1782,4082715793
-1792,1178816772
-1801,77542834886
-1811,38174022006
-1820,93762416681
-1830,44386610624
-1839,90123175104
-1849,31046732917
-1858,67230027106
-1867,98743986592
-1877,25657788888
-1886,4803892005
-1895,65953232023
-1904,79464997501
-1913,88636962447
-1922,93530396394
-1931,94205140619
-1940,90719654334
-1949,83131058959
-1958,71495180597
-1967,55866590784
-1976,36298645614
-1985,12843523296
-1993,85552260249
-2002,54474785771
-2011,19659955376
-2019,81155582848
-2028,39008471079
-2036,93264441732
-2045,43968363812
-2053,91164181157
-2062,34894938935
-2070,75202809157
-2079,1212911528
-2087,45714355917
-2095,75998227705
-2104,03019647366
-2112,2681677299
-2120,47427024578
-2128,64887103879
-2136,79233013543
-2144,90500075623
-2152,98722949451
-2161,03935648918
-2169,06171559178
-2177,05463452797
-2185,01843505379
-2192,95343310673
-2200,85993895204
-2208,73825732429
-2216,58868756435
-2224,41152375218
-2232,20705483533
-2239,97556475349
-2247,71733255916
-2255,4326325346
-2263,12173430523
-2270,78490294958
-2278,42239910592
-2286,03447907566
-2293,62139492378
-2301,18339457615
-2308,7207219141
-2316,23361686619
-2323,72231549734
-2331,18705009533
-2338,62804925493
-2346,04553795955
-2353,43973766058
-2360,81086635462
-2368,15913865838
-2375,48476588166
-2382,78795609818
-2390,06891421463
-2397,32784203766
-2404,56493833918
-2411,78039891992
-2418,97441667113
-2426,14718163485
-2433,29888106242
-2440,42969947157
-2447,53981870191
-2454,62941796908
-2461,69867391742
-2468,74776067136
-2475,77684988543
-2482,78611079306
-2489,77571025409
-2496,74581280114
-2503,6965806848
-2510,62817391768
-2517,54075031739
-2524,4344655485
-2531,30947316338
-2538,16592464218
-2545,0039694317
-2551,82375498345
-2558,62542679071
-2565,40912842477
-2572,1750015703
-2578,92318605983
-2585,65381990752
-2592,36703934207
-2599,06297883889
-2605,74177115152
-2612,40354734238
-2619,04843681274
-2625,67656733203
-2632,28806506658
-2638,88305460754
-2645,46165899837
-2652,02399976156
-2658,57019692485
-2665,10036904681
-2671,61463324196
-2678,11310520521
-2684,59589923585
-2691,06312826105
-2697,51490385874
-2703,95133628012
-2710,37253447164
-2716,7786060965
